UUID,Modified,Creator,Publisher,Title,DatasetURI,Description,TopicCategory,TemporalCoverage,DateIssued,Spatial,Formats,MetadataLink,Links
dbb00dc8-6b66-4523-88a9-bada6914c027,2018-02-16T11:02:29.725245,Minnesota Department of Natural Resources (DNR) - Division of Forestry - ECS Program,Natural Resources Department,Forestry ECS Worksheet Geodatabase,biota-dnr-forestry-npc-obs,"This data layer contains soil and vegetation data collected by DNR foresters, summer interns, and Ecologcial Classification System (ECS) program staff. The data support native plant community (NPC) mapping and facilitates use of NPC information to prescribe forest management activities. Data in this layer comprise NPC code, date collected, observer name, growth stage, equipment operability rating, soil surface texture and drainage, soil survey map unit and landtype association map unit. Additional data in a related database include: physical site characteristics, soil layer characteristics, vegetation cover and abundance of five life-form strata, lists of plants present in each strata, and cover and abundance of every woody species in two strata. Vegetation data is collected along transects about 80 meters long and 10 meters wide. Soil data and GPS coordinates are collected near the transect midpoint. Transects are placed where features are uniform and representative of the target NPC or stand, rather than in transition zones. After collecting data, the site is classified to NPC using ""Field Guides to the Native Plant Communities of Minnesota"" version 2.0.<br/><br/>In NPC Points there are links to worksheets. For now, these point to the DNR intranet, so please contact Dan Hanson to request a worksheet.",Biota,2/15/18,2017-12-09T11:02:19.382859,"{""type"":""Polygon"",""coordinates"":[[[-96.810633, 43.436939],[-96.810633, 49.015581], [-89.787973, 49.015581], [-89.787973, 43.436939], [-96.810633, 43.436939]]]}","JPEG, fgdb, SHP, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/biota_dnr_forestry_npc_obs/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/biota_dnr_forestry_npc_obs/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/biota_dnr_forestry_npc_obs/fgdb_biota_dnr_forestry_npc_obs.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/biota_dnr_forestry_npc_obs/shp_biota_dnr_forestry_npc_obs.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/biota_dnr_forestry_npc_obs/metadata/metadata.html"
123fb35f-d7ca-4dad-832d-b84ed16adce8,2018-02-16T11:02:28.771920,Minnesota Department of Natural Resources (DNR),Natural Resources Department,Terrestrial Invasive Species Observations,env-invasive-terrestrial-obs,Multi-partner effort to record GPS locations of terrestrial invasive species on DNR lands and other locations in Minnesota.  Data is downloaded from EDDMapS Midwest (https://www.eddmaps.org/midwest/).  Data from EDDMapS includes all data previously collected by the Minnesota DNR and uploaded to EDDMapS in 2016.  From 2016 forward data from MN DNR staff was collected directly into EDDMapS.  EDDMapS also contains data from other organizations and individuals in Minnesota.,Environment,2/15/18,2014-10-07T13:08:04.450566,"{""type"":""Polygon"",""coordinates"":[[[-96.624190, 43.454610],[-96.624190, 48.979094], [-89.522951, 48.979094], [-89.522951, 43.454610], [-96.624190, 43.454610]]]}","JPEG, fgdb, SHP, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_terrestrial_obs/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_terrestrial_obs/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_terrestrial_obs/fgdb_env_invasive_terrestrial_obs.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_terrestrial_obs/shp_env_invasive_terrestrial_obs.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_terrestrial_obs/gpkg_env_invasive_terrestrial_obs.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_terrestrial_obs/metadata/metadata.html"
de166d56-e36e-48ba-990c-d2d588bbefe9,2018-02-16T11:02:27.214969,Minnesota Department of Natural Resources (MNDNR),Natural Resources Department,MNDNR Division of Enforcement Officer Patrol Areas,bdry-dnr-enforcement-admin,MNDNR Officer Patrol areas were originally defined and verified by Patrol Officers during the fall of 2002. The current boundaries reflect the changes to MNDNR's Regional Restructuring from six to four regions in 2002. The boundaries and patrol officer data are updated on a daily basis from the MNDNR's officer Access database.,Boundaries,2/15/18,2014-06-25T21:29:01.132600,"{""type"":""Polygon"",""coordinates"":[[[-96.833073, 43.435393],[-96.833073, 49.348176], [-89.397150, 49.348176], [-89.397150, 43.435393], [-96.833073, 43.435393]]]}","JPEG, gpkg, fgdb, WebApp, SHP, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/bdry_dnr_enforcement_admin/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/bdry_dnr_enforcement_admin/preview/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/bdry_dnr_enforcement_admin/gpkg_bdry_dnr_enforcement_admin.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/bdry_dnr_enforcement_admin/fgdb_bdry_dnr_enforcement_admin.zip, http://www.dnr.state.mn.us/officerpatrolareas/index.html, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/bdry_dnr_enforcement_admin/shp_bdry_dnr_enforcement_admin.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/bdry_dnr_enforcement_admin/metadata/metadata.html"
7ec61cd0-5a64-4bce-ada5-42f0601b1ab6,2018-02-16T11:02:24.583572,Minnesota Department of Natural Resources (DNR) - Lands and Minerals,Natural Resources Department,State Surface Interests Administered by MNDNR or by Counties,plan-stateland-dnrcounty,"State owned surface interests, including fee surface, easement in, lease in, and agreement, administered by the Minnesota Department of Natural Resources or by a County, mapped to the PLS forty and government lot.  When there is no match to the PLS forty or government lot in the PLS40 layer, a record is then matched to the PLS section layer. These layers merge the DNR Control Point Generated PLS layer (PLS40) with land records stored in the DNR's Land Record System (LRS) in Oracle.  The data are limited to a forty, government lot, or section level representation.  Therefore, any state owned lands that are less than a forty, government lot, or section, are represented by the entire forty, government lot, or section. <br/>There are many different ways to look at these State lands.  In this case, layers have been created and grouped by selecting the type of State land, the type of interest held by the State, or the administrator of the State land, as follows:<br/>- one set of layers (i.e., stateland_type_xxx, where xxx represents the various categories) is created by selecting for the various land types stored in the LANDTYPE field. This set of layers only considers Fee Surface interests.<br/>- a second set of layers (i.e., stateland_interest_xxx, where xxx represents the various types of surface interests)  is created by selecting for the various interest types stored in the INT_TYPE field.  Note:  the stateland_interest_conservationeasement layer is a subset of the stateland_interest_easementin layer, so conservation easement records are also in the stateland_interest_easementin layer.<br/>- a third set of layers (i.e., stateland_admin_xxx, where xxx represents the various MNDNR units or a county administers these surface interests)  is created by selecting for the various administrators stored in the ADMINISTRATOR or ADMPRGPRJADDL fields. One view of this set of layers includes all surface interest types, while the other view only includes fee surface interests.","Environment, Planning + Cadastre",2/15/18,2015-11-26T11:02:19.805963,"{""type"":""Polygon"",""coordinates"":[[[-97.23, 43.5],[-97.23, 49.37], [-89.53, 49.37], [-89.53, 43.5], [-97.23, 43.5]]]}","JPEG, gpkg, SHP, fgdb, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/gpkg_plan_stateland_dnrcounty.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/fgdb_plan_stateland_dnrcounty.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/metadata/metadata.html"
81440c4d-1b7a-4962-a48d-75fae5ca5aa0,2018-02-16T11:02:23.381953,"Dakota County GIS, Dakota County GIS, Staff",Dakota County,"Road Centerlines, Dakota County, Minnesota",us-mn-co-dakota-trans-trans-streets,"This layer contains lines showing all public (and many private) roads in Dakota County, Minnesota. The lines are generally collected from plats and aerial photography.",Transportation,2/15/18,2015-08-14T10:01:48.942041,"{""type"":""Polygon"",""coordinates"":[[[-93.329853, 44.468748],[-93.329853, 44.923499], [-92.729236, 44.923499], [-92.729236, 44.468748], [-93.329853, 44.468748]]]}","JPEG, gpkg, SHP, cad, fgdb, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_co_dakota/trans_trans_streets/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_co_dakota/trans_trans_streets/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_co_dakota/trans_trans_streets/gpkg_trans_trans_streets.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_co_dakota/trans_trans_streets/shp_trans_trans_streets.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_co_dakota/trans_trans_streets/cad_trans_trans_streets.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_co_dakota/trans_trans_streets/fgdb_trans_trans_streets.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_co_dakota/trans_trans_streets/metadata/metadata.html"
ab0a9fd7-c1b0-466e-8f41-632d25d53907,2018-02-16T11:02:22.461017,Minnesota Department of Natural Resources (DNR) - Ecological and Water Resources,Natural Resources Department,Aquatic Invasive Species Observations,env-invasive-aquatic-obs,A multi-partner effort to record the locations of aquatic invasive species in waterbodies throughout the state. Points indicate presence and/or approximate physical locations of the species. Data is downloaded from EDDMapS Midwest (https://www.eddmaps.org/midwest/).  Data from EDDMapS includes all data previously collected by the Minnesota DNR and uploaded to EDDMapS in 2016.  From 2016 forward data from MN DNR staff was collected directly into EDDMapS.  EDDMapS also contains data from other organizations and individuals in Minnesota.,Environment,2/15/18,2014-10-09T14:08:20.711397,"{""type"":""Polygon"",""coordinates"":[[[-96.574296, 43.472790],[-96.574296, 49.121615], [-89.483972, 49.121615], [-89.483972, 43.472790], [-96.574296, 43.472790]]]}","JPEG, SHP, fgdb, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_aquatic_obs/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_aquatic_obs/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_aquatic_obs/shp_env_invasive_aquatic_obs.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_aquatic_obs/fgdb_env_invasive_aquatic_obs.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_aquatic_obs/gpkg_env_invasive_aquatic_obs.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_invasive_aquatic_obs/metadata/metadata.html"
09834b53-6aad-450b-bc36-56cb4b33182e,2018-02-15T11:02:56.805290,Minnesota Department of Natural Resources (MNDNR),Natural Resources Department,State Trails of Minnesota,trans-state-trails-minnesota,"This dataset represents State Trails that have been legislatively authorized and physically constructed and that are maintained by the MNDNR Division of Parks and Trails.<br/> These trails, which pass through a combination of state-owned lands and acquired easements, have multiple use status with specific activities supported in designated sections.",Transportation,2/14/18,2014-06-25T21:29:01.530838,"{""type"":""Polygon"",""coordinates"":[[[-97.23, 43.5],[-97.23, 49.37], [-89.53, 49.37], [-89.53, 43.5], [-97.23, 43.5]]]}","JPEG, SHP, gpkg, fgdb, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_trails_minnesota/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_trails_minnesota/preview/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_trails_minnesota/shp_trans_state_trails_minnesota.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_trails_minnesota/gpkg_trans_state_trails_minnesota.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_trails_minnesota/fgdb_trans_state_trails_minnesota.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_trails_minnesota/metadata/metadata.html"
8f942a7e-11b5-4364-93cc-f6780cb51c74,2018-02-15T11:02:46.628868,Minnesota Department of Natural Resources (DNR),Natural Resources Department,Superior Hiking Trail,trans-superior-hiking-trail,"Superior Hiking Trail main trail, spurs, and campsite spurs for completed trail throughout Cook, Lake, St. Louis and Carlton counties. These data were collected with high-quality, realtime differentially corrected GPS units. This project was funded in part under the Coastal Zone Management Act, by NOAA's Office of Ocean and Coastal Resource Management, in conjunction with Minnesota's Lake Superior Coastal Program.",Transportation,2/14/18,2014-10-08T13:53:51.804809,"{""type"":""Polygon"",""coordinates"":[[[-92.370946, 46.654873],[-92.370946, 47.985475], [-89.892698, 47.985475], [-89.892698, 46.654873], [-92.370946, 46.654873]]]}","JPEG, fgdb, gpkg, SHP, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_superior_hiking_trail/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_superior_hiking_trail/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_superior_hiking_trail/fgdb_trans_superior_hiking_trail.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_superior_hiking_trail/gpkg_trans_superior_hiking_trail.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_superior_hiking_trail/shp_trans_superior_hiking_trail.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_superior_hiking_trail/metadata/metadata.html"
1d9ad17a-dafd-41b7-aee6-9db9cdfa067b,2018-02-15T11:02:35.132670,Minnesota Department of Natural Resources (MNDNR),Natural Resources Department,DNR Parks and Trails Camping Units,struc-parks-and-trails-campsites,"This geodatabase contains geospatial point locations and tabular data that represent camping units administered by the MNDNR Division of Parks and Trails.  <br/><br/>This dataset was derived from authoritative sources in the Division of Parks and Trails' Enterprise Information System (EIS). Data included in this dataset have been validated for accuracy and deemed current and authoritative as of the date provided in the Time Period of Content Date. This dataset is updated when needed, as determined by the subject matter expert.<br/><br/>Within the scope of the EIS, the term camping units includes campsites, wall tents, tipis, group areas, and group camps.<br/><br/>This dataset serves as an authoritative GIS resource for mapping the locations and for reporting characteristics of the camping units administered by the DNR Division of Parks and Trails. <br/>",Structure,2/14/18,2016-06-01T10:02:36.471064,"{""type"":""Polygon"",""coordinates"":[[[-97.23, 43.5],[-97.23, 49.37], [-89.53, 49.37], [-89.53, 43.5], [-97.23, 43.5]]]}","JPEG, gpkg, fgdb, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/struc_parks_and_trails_campsites/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/struc_parks_and_trails_campsites/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/struc_parks_and_trails_campsites/gpkg_struc_parks_and_trails_campsites.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/struc_parks_and_trails_campsites/fgdb_struc_parks_and_trails_campsites.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/struc_parks_and_trails_campsites/metadata/metadata.html"
fbdff476-aa5f-4e72-bd18-3980d6a050f1,2018-02-15T11:02:27.721086,Minnesota Department of Natural Resources (DNR),Natural Resources Department,Minnesota Water Trails,trans-water-trails-minnesota,This dataset represents state water trails in the State of Minnesota as designated through legislation and recognized by the Department of Natural Resources. The alignments represent the approximate river centerlines as interpreted from 2009 aerial photographs. The alignments were created at a scale between 1:2000 and 1:10000. ,Transportation,2/14/18,2014-10-08T13:53:52.268637,"{""type"":""Polygon"",""coordinates"":[[[-97.23, 43.5],[-97.23, 49.37], [-89.53, 49.37], [-89.53, 43.5], [-97.23, 43.5]]]}","JPEG, SHP, fgdb, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_water_trails_minnesota/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_water_trails_minnesota/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_water_trails_minnesota/shp_trans_water_trails_minnesota.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_water_trails_minnesota/fgdb_trans_water_trails_minnesota.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_water_trails_minnesota/gpkg_trans_water_trails_minnesota.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_water_trails_minnesota/metadata/metadata.html"
690e90ee-fa49-4f72-a5c0-92aedff5d180,2018-02-15T11:02:26.300272,Minnesota Department of Natural Resources (DNR),Natural Resources Department,Minnesota Trails: Division of Parks and Trails,trans-state-park-trails-roads,"This dataset consists of a wide variety of trails within Minnesota that are maintained by the DNR Division of Parks and Trails as well as those maintained by Grant-In-Aid-funded trail clubs. In addition, the data include state park roads and campground spurs. Attributes for each trail or road segment include, among other things, trail/road name, an internally used Program-Project Code, and authorized recreational trail uses. The layer file available through the GDRS and Geospatial Commons provides a wide variety of display options that correspond to these descriptive attributes. These data are intended to be used at a scale of 1:24,000 or smaller. This dataset is known to contain some geometry and attribute errors and is not guaranteed to be accurate.",Transportation,2/14/18,2014-10-08T13:53:48.365971,"{""type"":""Polygon"",""coordinates"":[[[-97.23, 43.5],[-97.23, 49.37], [-89.53, 49.37], [-89.53, 43.5], [-97.23, 43.5]]]}","JPEG, fgdb, gpkg, SHP, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_park_trails_roads/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_park_trails_roads/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_park_trails_roads/fgdb_trans_state_park_trails_roads.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_park_trails_roads/gpkg_trans_state_park_trails_roads.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_park_trails_roads/shp_trans_state_park_trails_roads.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_state_park_trails_roads/metadata/metadata.html"
835ec57a-40f0-4742-bc57-5b46e4e94446,2018-02-14T11:03:03.662574,Metropolitan Council,Metropolitan Council,Regional Parks,us-mn-state-metc-plan-parks-regional,"This layer contains information on the Regional Park System in the Twin Cities Metropolitan Area. The principal data sources are park operating agencies, individual park master plans and county surveyor parcel geometry.  Included are existing regional park units and planned regional park units that have approved master plans.  Park master plan boundaries for existing parks are included.",Planning + Cadastre,10/30/17,2015-09-05T10:01:55.392530,"{""type"":""Polygon"",""coordinates"":[[[-94.012, 44.471],[-94.012, 45.415], [-92.732, 45.415], [-92.732, 44.471], [-94.012, 44.471]]]}","JPEG, fgdb, ags_mapserver, SHP, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_parks_regional/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_parks_regional/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_parks_regional/fgdb_plan_parks_regional.zip, http://gis2.metc.state.mn.us/arcgis/rest/services/MetroGIS/Recreation_Tourism/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_parks_regional/shp_plan_parks_regional.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_parks_regional/gpkg_plan_parks_regional.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_parks_regional/metadata/metadata.html"
284794ab-4056-4cba-8f07-589acdc8c6e5,2018-02-14T11:02:59.880542,Metropolitan Council,Metropolitan Council,Sewer Interceptor System,us-mn-state-metc-util-sewer-interceptors,"This layer contains data for the sewer interceptor system in the Twin Cities metropolitan area.  Owned, operated and maintained by the Metropolitan Council Environmental Services division, the interceptor system provides the link from community sewer systems to the wastewater treatment facilities in the seven county metropolitan area.",Utilities + Communication,12/4/17,2015-08-21T10:01:48.576934,"{""type"":""Polygon"",""coordinates"":[[[-94.012, 44.471],[-94.012, 45.415], [-92.732, 45.415], [-92.732, 44.471], [-94.012, 44.471]]]}","JPEG, ags_mapserver, gpkg, fgdb, SHP, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sewer_interceptors/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sewer_interceptors/metadata/preview.jpg, http://gis2.metc.state.mn.us/arcgis/rest/services/MetroGIS/Utilities/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sewer_interceptors/gpkg_util_sewer_interceptors.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sewer_interceptors/fgdb_util_sewer_interceptors.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sewer_interceptors/shp_util_sewer_interceptors.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sewer_interceptors/metadata/metadata.html"
ae320f02-d2cb-4d17-9bf0-4d84d043fc9c,2018-02-14T11:02:47.306732,The Metropolitan Council,Metropolitan Council,Regional Trail Corridor Land (Parcels),us-mn-state-metc-trans-regional-trails-land,Regional trail corridor land owned by the operating agencies in the 7 county Twin Cities metroplitan area.,Transportation,10/30/17,2015-09-11T10:02:06.695178,"{""type"":""Polygon"",""coordinates"":[[[-94.017, 44.471],[-94.017, 45.414], [-92.135, 45.414], [-92.135, 44.471], [-94.017, 44.471]]]}","fgdb, SHP, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/trans_regional_trails_land/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/trans_regional_trails_land/fgdb_trans_regional_trails_land.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/trans_regional_trails_land/shp_trans_regional_trails_land.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/trans_regional_trails_land/gpkg_trans_regional_trails_land.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/trans_regional_trails_land/metadata/metadata.html"
7c898fba-7bd0-4e55-bcd4-ff7862cb4de3,2018-02-10T11:02:49.016343,Minnesota Department of Natural Resources (DNR),Natural Resources Department,Lake Basin Littoral Zone,water-lake-basin-littoral-zones,<b>Observed:</b> Polygons showing the estimated littoral zone of a lake. The littoral depth was derived from a table of maximum vegetation depths as recorded during individual Lake Surveys.<br/><br/><b>15 Foot Standard:</b> Shows the DNR Fisheries calculated littoral zone based on a standard 15 foot depth contour. All lake areas 0-15 feet in depth are considered to be littoral zone. This definition is based historically on the maximum depth of light penetration to the lake bottom for plant growth (although the actual depth of light penetration varies by lake due to water clarity).,Inland Waters,11/13/14,2014-11-26T09:01:24.648277,"{""type"":""Polygon"",""coordinates"":[[[-96.719299, 43.460328],[-96.719299, 48.559229], [-89.998661, 48.559229], [-89.998661, 43.460328], [-96.719299, 43.460328]]]}","JPEG, fgdb, SHP, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_basin_littoral_zones/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_basin_littoral_zones/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_basin_littoral_zones/fgdb_water_lake_basin_littoral_zones.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_basin_littoral_zones/shp_water_lake_basin_littoral_zones.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_basin_littoral_zones/gpkg_water_lake_basin_littoral_zones.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_basin_littoral_zones/metadata/metadata.html"
